pair,her_age,her_field,her_race,her_racepref,her_religpref,her_income,her_goal,her_datefreq,her_outfreq,her_optimism,her_wantattr,her_wantsinc,her_wantintel,her_wantfun,her_wantamb,her_wantshar,her_selfattr,her_selfsinc,her_selffun,her_selfintel,her_selfamb,his_age,his_field,his_race,his_racepref,his_religpref,his_income,his_goal,his_datefreq,his_outfreq,his_optimism,his_wantattr,his_wantsinc,his_wantintel,his_wantfun,his_wantamb,his_wantshar,his_selfattr,his_selfsinc,his_selffun,his_selfintel,his_selfamb,her_dec,his_dec,wave,samerace,interests,match,her_noincome,his_noincome,agegap,agediff,her_fit,his_fit,passions,samefield,samecareer,samegoal,outgap,dategap,racepref_max,religpref_max,fold
"(6, 17)",23.0,1.0,4.0,1.0,1.0,60304.0,1.0,3.0,1.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,3.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,6.0,8.0,4.0,1,0,1,0,0.47,0,0,0,7.0,-7.0,5.75,6.1,2,0,0,0,1.0,0.0,1.0,1.0,1
"(6, 18)",23.0,1.0,4.0,1.0,1.0,60304.0,1.0,3.0,1.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,27.0,8.0,2.0,8.0,8.0,52010.0,1.0,6.0,1.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,0,0,1,0,0.03,0,0,0,4.0,-4.0,6.15,4.8884,0,0,0,1,0.0,3.0,8.0,8.0,1
"(6, 19)",23.0,1.0,4.0,1.0,1.0,60304.0,1.0,3.0,1.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,28.0,8.0,2.0,1.0,1.0,,4.0,1.0,1.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,10.0,6.0,10.0,10.0,10.0,1,1,1,0,0.46,1,0,1,5.0,-5.0,7.5,5.55,4,0,0,0,0.0,2.0,1.0,1.0,1
"(6, 20)",23.0,1.0,4.0,1.0,1.0,60304.0,1.0,3.0,1.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,24.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,1,0,1,0,0.43,0,0,1,1.0,-1.0,7.45,5.0,5,0,0,1,0.0,2.0,1.0,1.0,1
"(7, 11)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,27.0,8.0,2.0,7.0,3.0,,1.0,5.0,4.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,0,0,1,0,0.19,0,0,1,5.0,-5.0,6.7,5.7,3,0,0,1,3.0,0.0,7.0,4.0,1
"(7, 12)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,22.0,1.0,2.0,1.0,1.0,29237.0,1.0,1.0,1.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,0,1,1,0,0.21,0,0,0,0.0,0.0,8.35,5.6,2,1,1,1,0.0,4.0,2.0,4.0,1
"(7, 13)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,22.0,1.0,4.0,3.0,5.0,,2.0,7.0,1.0,3.0,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,3.0,0,1,1,1,0.52,0,0,1,0.0,0.0,5.7,5.43,7,1,1,0,0.0,2.0,3.0,5.0,1
"(7, 14)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,23.0,1.0,2.0,1.0,1.0,56580.0,2.0,4.0,1.0,8.0,30.0,5.0,15.0,40.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,1,1,1,0,-0.46,1,0,0,1.0,-1.0,8.1,5.5,4,1,1,0,0.0,1.0,2.0,4.0,1
"(7, 15)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,24.0,1.0,3.0,3.0,1.0,36782.0,1.0,4.0,1.0,5.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,9.0,9.0,0,1,1,0,-0.27,0,0,0,2.0,-2.0,7.1,5.0,4,1,1,1,0.0,1.0,3.0,4.0,1
"(7, 16)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,25.0,8.0,2.0,9.0,2.0,,1.0,5.0,1.0,7.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,6.0,0,1,1,0,0.59,0,0,1,3.0,-3.0,6.3,5.6,3,0,0,1,0.0,0.0,9.0,4.0,1
"(7, 17)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,3.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,6.0,8.0,4.0,1,0,1,0,0.31,0,0,0,8.0,-8.0,5.9,5.6,1,0,0,0,1.0,2.0,2.0,4.0,1
"(7, 18)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,27.0,8.0,2.0,8.0,8.0,52010.0,1.0,6.0,1.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,0,1,1,0,0.08,0,0,0,5.0,-5.0,6.65,4.777299999999999,3,0,0,1,0.0,1.0,8.0,8.0,1
"(7, 19)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,28.0,8.0,2.0,1.0,1.0,,4.0,1.0,1.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,10.0,6.0,10.0,10.0,10.0,1,1,1,0,-0.34,1,0,1,6.0,-6.0,8.4,5.25,4,0,0,0,0.0,4.0,2.0,4.0,1
"(7, 20)",22.0,1.0,4.0,2.0,4.0,54620.0,1.0,5.0,1.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,24.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,1,0,1,0,-0.16,0,0,1,2.0,-2.0,8.1,6.0,8,0,0,1,0.0,4.0,2.0,4.0,1
"(8, 11)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,27.0,8.0,2.0,7.0,3.0,,1.0,5.0,4.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,1,0,1,1,-0.03,0,1,1,2.0,-2.0,6.7265999999999995,6.45,2,0,0,1,3.0,0.0,7.0,3.0,1
"(8, 12)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,22.0,1.0,2.0,1.0,1.0,29237.0,1.0,1.0,1.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,1,1,1,1,-0.11,1,1,0,3.0,3.0,8.4537,7.4,1,0,0,1,0.0,4.0,1.0,1.0,1
"(8, 13)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,22.0,1.0,4.0,3.0,5.0,,2.0,7.0,1.0,3.0,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,3.0,1,1,1,0,0.42,1,1,1,3.0,3.0,5.8176,6.13,5,0,0,0,0.0,2.0,3.0,5.0,1
"(8, 14)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,23.0,1.0,2.0,1.0,1.0,56580.0,2.0,4.0,1.0,8.0,30.0,5.0,15.0,40.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,1,1,1,1,-0.4,1,1,0,2.0,2.0,8.181000000000001,7.1,3,0,0,0,0.0,1.0,1.0,1.0,1
"(8, 15)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,24.0,1.0,3.0,3.0,1.0,36782.0,1.0,4.0,1.0,5.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,9.0,9.0,1,1,1,0,-0.23,1,1,0,1.0,1.0,7.271999999999999,5.7,4,0,0,1,0.0,1.0,3.0,1.0,1
"(8, 16)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,25.0,8.0,2.0,9.0,2.0,,1.0,5.0,1.0,7.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,6.0,1,1,1,1,0.28,1,1,1,0.0,0.0,6.363,6.7,2,0,0,1,0.0,0.0,9.0,2.0,1
"(8, 17)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,3.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,6.0,8.0,4.0,1,0,1,1,0.05,0,1,0,5.0,-5.0,5.9085,6.25,1,1,0,0,1.0,2.0,1.0,1.0,1
"(8, 18)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,27.0,8.0,2.0,8.0,8.0,52010.0,1.0,6.0,1.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,1,1,1,1,0.17,1,1,0,2.0,-2.0,6.9084,5.4439,3,0,0,1,0.0,1.0,8.0,8.0,1
"(8, 19)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,28.0,8.0,2.0,1.0,1.0,,4.0,1.0,1.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,10.0,6.0,10.0,10.0,10.0,1,1,1,1,-0.47,1,1,1,3.0,-3.0,8.3628,6.3,3,0,0,0,0.0,4.0,1.0,1.0,1
"(8, 20)",25.0,13.0,2.0,1.0,1.0,,1.0,5.0,1.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,24.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,1,1,1,1,-0.21,1,1,1,1.0,1.0,8.2719,7.0,7,0,0,1,0.0,4.0,1.0,1.0,1
"(9, 11)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,27.0,8.0,2.0,7.0,3.0,,1.0,5.0,4.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,1,0,1,0,0.19,0,1,1,1.0,-1.0,6.7,7.05,3,0,0,1,3.0,1.0,7.0,3.0,1
"(9, 12)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,22.0,1.0,2.0,1.0,1.0,29237.0,1.0,1.0,1.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,1,1,1,0,0.03,1,1,0,4.0,4.0,8.3,8.2,2,0,0,1,0.0,3.0,1.0,1.0,1
"(9, 13)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,22.0,1.0,4.0,3.0,5.0,,2.0,7.0,1.0,3.0,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,3.0,1,1,1,0,0.68,1,1,1,4.0,4.0,5.8,6.52,7,0,0,0,0.0,3.0,3.0,5.0,1
"(9, 14)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,23.0,1.0,2.0,1.0,1.0,56580.0,2.0,4.0,1.0,8.0,30.0,5.0,15.0,40.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,1,1,1,0,-0.26,1,1,0,3.0,3.0,8.1,7.8,4,0,0,0,0.0,0.0,1.0,1.0,1
"(9, 15)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,24.0,1.0,3.0,3.0,1.0,36782.0,1.0,4.0,1.0,5.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,9.0,9.0,1,1,1,0,-0.01,1,1,0,2.0,2.0,6.9,5.8,4,0,0,1,0.0,0.0,3.0,1.0,1
"(9, 16)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,25.0,8.0,2.0,9.0,2.0,,1.0,5.0,1.0,7.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,6.0,1,1,1,0,0.42,1,1,1,1.0,1.0,6.4,6.6,3,0,0,1,0.0,1.0,9.0,2.0,1
"(9, 17)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,3.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,6.0,8.0,4.0,1,1,1,0,0.21,1,1,0,4.0,-4.0,5.9,6.45,1,1,0,0,1.0,1.0,1.0,1.0,1
"(9, 18)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,27.0,8.0,2.0,8.0,8.0,52010.0,1.0,6.0,1.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,1,0,1,0,0.1,0,1,0,1.0,-1.0,6.3,5.6661,3,0,0,1,0.0,2.0,8.0,8.0,1
"(9, 19)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,28.0,8.0,2.0,1.0,1.0,,4.0,1.0,1.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,10.0,6.0,10.0,10.0,10.0,1,1,1,0,-0.35,1,1,1,2.0,-2.0,8.6,6.25,3,0,0,0,0.0,3.0,1.0,1.0,1
"(9, 20)",26.0,13.0,6.0,1.0,1.0,,1.0,4.0,1.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,24.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,1,0,1,0,-0.23,0,1,1,2.0,2.0,8.1,7.0,5,0,0,1,0.0,3.0,1.0,1.0,1
"(10, 11)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,27.0,8.0,2.0,7.0,3.0,,1.0,5.0,4.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,0,0,1,1,0.3,0,0,1,1.0,-1.0,7.05,6.9,3,0,0,0,3.0,1.0,7.0,4.0,1
"(10, 12)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,22.0,1.0,2.0,1.0,1.0,29237.0,1.0,1.0,1.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,0,0,1,1,0.65,0,0,0,4.0,4.0,8.7,7.6,3,0,0,0,0.0,5.0,4.0,4.0,1
"(10, 13)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,22.0,1.0,4.0,3.0,5.0,,2.0,7.0,1.0,3.0,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,3.0,1,1,1,0,-0.15,1,0,1,4.0,4.0,6.35,6.78,2,0,0,1,0.0,1.0,4.0,5.0,1
"(10, 14)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,23.0,1.0,2.0,1.0,1.0,56580.0,2.0,4.0,1.0,8.0,30.0,5.0,15.0,40.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,0,1,1,1,0.17,0,0,0,3.0,3.0,8.55,7.55,3,0,0,1,0.0,2.0,4.0,4.0,1
"(10, 15)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,24.0,1.0,3.0,3.0,1.0,36782.0,1.0,4.0,1.0,5.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,9.0,9.0,0,1,1,0,0.24,0,0,0,2.0,2.0,7.15,5.7,3,0,0,0,0.0,2.0,4.0,4.0,1
"(10, 16)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,25.0,8.0,2.0,9.0,2.0,,1.0,5.0,1.0,7.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,6.0,0,0,1,1,0.15,0,0,1,1.0,1.0,6.8,5.8,2,0,0,0,0.0,1.0,9.0,4.0,1
"(10, 17)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,3.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,6.0,8.0,4.0,1,0,1,1,0.41,0,0,0,4.0,-4.0,6.1,6.25,2,1,0,0,1.0,3.0,4.0,4.0,1
"(10, 18)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,27.0,8.0,2.0,8.0,8.0,52010.0,1.0,6.0,1.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,0,0,1,1,0.07,0,0,0,1.0,-1.0,6.6,5.6661,0,0,0,0,0.0,0.0,8.0,8.0,1
"(10, 19)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,28.0,8.0,2.0,1.0,1.0,,4.0,1.0,1.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,10.0,6.0,10.0,10.0,10.0,1,1,1,1,0.49,1,0,1,2.0,-2.0,8.9,5.5,4,0,0,0,0.0,5.0,4.0,4.0,1
"(10, 20)",26.0,13.0,2.0,4.0,4.0,48652.0,2.0,6.0,1.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,24.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,1,0,1,1,0.08,0,0,1,2.0,2.0,8.6,6.0,4,0,0,0,0.0,5.0,4.0,4.0,1
"(21, 40)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,25.0,,4.0,9.0,6.0,42096.0,2.0,7.0,7.0,3.0,25.0,20.0,25.0,20.0,10.0,0.0,3.0,10.0,8.0,9.0,5.0,0,0,2,1,-0.23,0,1,0,4.0,-4.0,6.04,7.7,2,0,0,0,3.0,0.0,9.0,10.0,2
"(21, 41)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,30.0,1.0,4.0,1.0,1.0,,2.0,6.0,5.0,7.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,7.0,5.0,8.0,5.0,0,0,2,1,-0.3,0,1,1,9.0,-9.0,5.06,6.3,0,0,0,0,1.0,1.0,8.0,10.0,2
"(21, 42)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,23.0,5.0,4.0,1.0,6.0,28891.0,2.0,7.0,4.0,6.0,20.0,25.0,20.0,15.0,10.0,10.0,6.0,9.0,6.0,8.0,4.0,1,0,2,1,0.46,0,1,0,2.0,-2.0,5.54,7.1,1,1,0,0,0.0,0.0,8.0,10.0,2
"(21, 43)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,24.0,8.0,2.0,1.0,1.0,,6.0,6.0,3.0,3.0,25.0,35.0,30.0,10.0,0.0,0.0,3.0,8.0,3.0,7.0,2.0,0,0,2,0,0.43,0,1,1,3.0,-3.0,4.0,7.8,2,0,0,1,1.0,1.0,8.0,10.0,2
"(21, 44)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,24.0,3.0,2.0,3.0,3.0,,1.0,3.0,1.0,7.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,9.0,8.0,9.0,9.0,0,1,2,0,-0.4,0,1,1,3.0,-3.0,6.98,8.1,2,0,0,0,3.0,4.0,8.0,10.0,2
"(21, 45)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,28.0,8.0,2.0,6.0,6.0,,2.0,6.0,3.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,0,1,2,0,0.01,0,1,1,7.0,-7.0,5.96,5.9,1,0,0,0,1.0,1.0,8.0,10.0,2
"(21, 46)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,26.0,8.0,2.0,2.0,3.0,,2.0,6.0,2.0,7.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,0,0,2,0,0.22,0,1,1,5.0,-5.0,5.6,7.65,1,0,0,0,2.0,1.0,8.0,10.0,2
"(21, 47)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,30.0,8.0,2.0,2.0,2.0,,1.0,6.0,1.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,0,1,2,0,-0.06,0,1,1,9.0,-9.0,5.94,7.3,0,0,0,0,3.0,1.0,8.0,10.0,2
"(21, 48)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,22.0,12.0,2.0,9.0,2.0,,1.0,5.0,2.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,0,0,2,0,-0.08,0,1,1,1.0,-1.0,5.78,7.35,1,0,0,0,2.0,2.0,9.0,10.0,2
"(21, 49)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,25.0,8.0,4.0,1.0,3.0,62635.0,1.0,3.0,2.0,6.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,10.0,10.0,10.0,8.0,1,0,2,1,0.28,0,1,0,4.0,-4.0,7.52,6.5,2,0,0,0,2.0,4.0,8.0,10.0,2
"(21, 50)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,27.0,1.0,1.0,4.0,4.0,12063.0,6.0,6.0,2.0,5.0,35.0,10.0,20.0,15.0,10.0,10.0,8.0,9.0,9.0,10.0,8.0,0,0,2,0,0.27,0,1,0,6.0,-6.0,7.3,6.5,3,0,0,1,2.0,1.0,8.0,10.0,2
"(21, 51)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,23.0,1.0,2.0,5.0,10.0,29809.0,1.0,5.0,3.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,8.0,2.0,10.0,2.0,0,0,2,0,0.44,0,1,0,2.0,-2.0,4.8,6.35,0,0,0,0,1.0,2.0,8.0,10.0,2
"(21, 52)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,21.0,1.0,2.0,10.0,9.0,26482.0,1.0,4.0,1.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,5.0,8.0,6.0,8.0,7.0,0,0,2,0,0.62,0,1,0,0.0,0.0,5.72,6.5,1,0,0,0,3.0,3.0,10.0,10.0,2
"(21, 53)",21.0,5.0,4.0,8.0,10.0,,6.0,7.0,4.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,28.0,4.0,2.0,2.0,2.0,,2.0,6.0,2.0,6.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,0,0,2,0,-0.08,0,1,1,7.0,-7.0,6.74,6.35,2,0,0,0,2.0,1.0,8.0,10.0,2
